Wavelength,energyDensity
108.161,
108.1627,
108.2039,
108.2056,
,
108.2751,
108.286,
108.3134,25
108.3383,
108.3613,
,
108.418,
108.419,
108.4245,
108.5052,20
108.5286,
,
108.6024,18
108.8168,
108.8304,
108.8304,
108.9717,
,
109.0657,
109.1633,
109.2672,
109.3192,
109.3774,
,
109.607,
109.6359,
109.656,
109.8473,
109.854,
,
109.915,
110.0064,
110.1177,
110.2705,
110.3823,
,
110.4976,
110.693,
110.851,
110.88,
110.996,
,
111.02,
111.046,
111.073,
111.156,
111.163,
,
111.4443,
112.547,
112.574,
112.6351,
112.6465,
,
112.6469,
112.807,50
112.9241,40
113.0151,40
113.1326,20
,
113.1917,35
113.2382,35
113.2974,18
113.534,
113.799,
,
113.8535,
114.2602,8
114.2947,7
114.3259,10
114.3548,9
,
114.7246,10
114.8888,10
114.936,
114.9466,
114.9548,
,
114.9584,
114.9634,
115.0098,
115.0884,
115.0906,
,
115.1047,
115.2151,40
115.2261,
115.2999,
115.3022,
,
115.3215,
115.3357,15
115.3775,
115.4096,15
115.525,
,
115.88,
116.0155,
116.207,
116.33656,
116.34289,
,
116.3963,
116.40804,
116.413,
116.41825,
116.4321,
,
116.434,
116.44154,
116.44172,
116.453,
116.4546,
,
116.46649,
116.46684,
116.47234,
116.47239,
116.48483,
,
116.48496,
116.48648,
116.48651,
116.49398,
116.49405,
,
116.49448,
116.49951,
116.50654,
116.50655,
116.50701,
,
116.50992,
116.50997,
116.53848,
116.54201,
116.652,
,
116.658,
116.658,
116.7119,
116.7478,
117.0596,
,
117.15,
117.1561,
117.1593,
117.2439,
117.2468,
,
